;GridID;Longitude.grid;Latitude.grid;Distrito
1183;768;2,16;41,4025;Horta-Guinardo
3005;769;2,16;41,405;Gracia
1184;770;2,16;41,4075;Horta-Guinardo
1623;771;2,16;41,41;Gracia
738;772;2,16;41,4125;Ciutat Vella
247;773;2,16;41,415; Horta-Guinardo
1187;774;2,16;41,4175;Horta-Guinardo
248;775;2,16;41,42; Horta-Guinardo
1188;776;2,16;41,4225;Horta-Guinardo
4313;777;2,16;41,425; Horta-Guinardo
6095;778;2,16;41,4275; Horta-Guinardo
249;779;2,16;41,43; Horta-Guinardo
2087;780;2,16;41,4325;Ciutat Vella
740;781;2,16;41,435;Horta-Guinardo
2089;782;2,16;41,4375;Ciutat Vella
741;783;2,16;41,44;Ciutat Vella
250;784;2,16;41,4425; Nou Barris
251;785;2,1625;41,3575; Sants-Montjuic
252;786;2,1625;41,36; Sants-Montjuic
743;787;2,1625;41,365; Sants-Montjuic
4780;788;2,1625;41,3675; Sants-Montjuic
744;789;2,1625;41,37; Sants-Montjuic
1192;790;2,1625;41,3725; Sants-Montjuic
745;791;2,1625;41,375; Sants-Montjuic
1193;792;2,1625;41,3775;Eixample
1194;793;2,1625;41,38;Eixample
746;794;2,1625;41,3825;Eixample
2094;795;2,1625;41,385;Eixample
1195;796;2,1625;41,3875;Eixample
1631;797;2,1625;41,39;Eixample
1196;798;2,1625;41,3925;Eixample
1634;799;2,1625;41,395;Eixample
253;800;2,1625;41,3975; Eixample
254;801;2,1625;41,4; Gracia
255;802;2,1625;41,4025; Gracia
3460;803;2,1625;41,405;Gracia
2099;804;2,1625;41,4075; Gracia
747;805;2,1625;41,41; Gracia
3016;806;2,1625;41,4125;Ciutat Vella
748;807;2,1625;41,415;Ciutat Vella
257;808;2,1625;41,4175; Horta-Guinardo
3017;809;2,1625;41,42;Ciutat Vella
258;810;2,1625;41,4225; Horta-Guinardo
260;811;2,1625;41,425; Horta-Guinardo
261;812;2,1625;41,4275; Horta-Guinardo
1200;813;2,1625;41,43;Horta-Guinardo
753;814;2,1625;41,4325;Ciutat Vella
755;815;2,1625;41,435;Ciutat Vella
262;816;2,1625;41,4375; Nou Barris
1637;817;2,1625;41,44;Horta-Guinardo
3464;818;2,1625;41,4425; Sarria-Sant Gervasi
2550;819;2,1625;41,445;Ciutat Vella
1201;820;2,165;41,3575; Sants-Montjuic
3469;821;2,165;41,36;Ciutat Vella
264;822;2,165;41,3625; Sants-Montjuic
265;823;2,165;41,365; Sants-Montjuic
3021;824;2,165;41,3675;Ciutat Vella
1640;825;2,165;41,37; Sants-Montjuic
1204;826;2,165;41,3725;Ciutat Vella
1205;827;2,165;41,375; Sants-Montjuic
5679;828;2,165;41,3775; Ciutat Vella
1206;829;2,165;41,38;Eixample
266;830;2,165;41,3825; Ciutat Vella
756;831;2,165;41,385;Eixample
1642;832;2,165;41,3875;Eixample
1208;833;2,165;41,39;Eixample
267;834;2,165;41,3925; Eixample
3476;835;2,165;41,395;Eixample
268;836;2,165;41,3975; Eixample
1210;837;2,165;41,4;Ciutat Vella
269;838;2,165;41,4025; Gracia
759;839;2,165;41,405; Gracia
760;840;2,165;41,4075;Gracia
270;841;2,165;41,41; Horta-Guinardo
761;842;2,165;41,4125;Horta-Guinardo
1213;843;2,165;41,415;Horta-Guinardo
271;844;2,165;41,4175; Horta-Guinardo
762;845;2,165;41,42;Horta-Guinardo
3030;846;2,165;41,4225;Ciutat Vella
2559;847;2,165;41,425;Ciutat Vella
2109;848;2,165;41,4275;Horta-Guinardo
4799;849;2,165;41,43; Horta-Guinardo
763;850;2,165;41,4325; Nou Barris
272;851;2,165;41,435; Nou Barris
273;852;2,165;41,4375;Nou Barris
274;853;2,165;41,44;Nou Barris
1217;854;2,165;41,4425;Ciutat Vella
275;855;2,165;41,445; Nou Barris
2113;856;2,165;41,4475;Ciutat Vella
1647;857;2,1675;41,36; Sants-Montjuic
2114;858;2,1675;41,3625;Ciutat Vella
3035;859;2,1675;41,365;Ciutat Vella
765;860;2,1675;41,3675; Sant Marti
1648;861;2,1675;41,37;Ciutat Vella
766;862;2,1675;41,3725;Ciutat Vella
276;863;2,1675;41,375;Eixample
2566;864;2,1675;41,3775; Ciutat Vella
277;865;2,1675;41,38;Ciutat Vella
2567;866;2,1675;41,3825; Ciutat Vella
3487;867;2,1675;41,385; Ciutat Vella
1221;868;2,1675;41,3875;Eixample
278;869;2,1675;41,39; Eixample
279;870;2,1675;41,3925; Eixample
770;871;2,1675;41,395; Sant Marti
771;872;2,1675;41,3975;Ciutat Vella
2117;873;2,1675;41,4; Eixample
2569;874;2,1675;41,4025; Gracia
1223;875;2,1675;41,405; Gracia
772;876;2,1675;41,4075; Gracia
280;877;2,1675;41,41;Eixample
1225;878;2,1675;41,4125;Horta-Guinardo
773;879;2,1675;41,415; Sant Marti
1651;880;2,1675;41,4175;Horta-Guinardo
281;881;2,1675;41,42; Horta-Guinardo
3490;882;2,1675;41,4225;Ciutat Vella
3042;883;2,1675;41,425;Ciutat Vella
775;884;2,1675;41,4275; Sant Marti
776;885;2,1675;41,43; Sant Marti
282;886;2,1675;41,4325;Nou Barris
283;887;2,1675;41,435; Nou Barris
1227;888;2,1675;41,4375;Horta-Guinardo
284;889;2,1675;41,44;Nou Barris
3047;890;2,1675;41,4425;Nou Barris
3049;891;2,1675;41,445;Nou Barris
1229;892;2,1675;41,4475;Ciutat Vella
286;893;2,1675;41,4575;Nou Barris
1656;894;2,1675;41,46;Nou Barris
287;895;2,17;41,3625; Sants-Montjuic
778;896;2,17;41,365;Ciutat Vella
1658;897;2,17;41,3675; Sants-Montjuic
1234;898;2,17;41,37; Sants-Montjuic
1235;899;2,17;41,3725;Ciutat Vella
4357;900;2,17;41,375; Eixample
288;901;2,17;41,3775;Ciutat Vella
289;902;2,17;41,38;Ciutat Vella
780;903;2,17;41,3825; Sant Marti
1236;904;2,17;41,385;Eixample
290;905;2,17;41,3875; Eixample
1659;906;2,17;41,39;Eixample
781;907;2,17;41,3925; Sant Marti
291;908;2,17;41,395; Eixample
293;909;2,17;41,3975; Eixample
294;910;2,17;41,4; Eixample
3498;911;2,17;41,4025;Eixample
295;912;2,17;41,405; Gracia
1239;913;2,17;41,4075;Eixample
296;914;2,17;41,41;Eixample
3500;915;2,17;41,4125; Horta-Guinardo
783;916;2,17;41,415; Sant Marti
297;917;2,17;41,4175;Horta-Guinardo
1663;918;2,17;41,42;Horta-Guinardo
1240;919;2,17;41,4225;Horta-Guinardo
298;920;2,17;41,425;Horta-Guinardo
784;921;2,17;41,4275; Sant Marti
299;922;2,17;41,43;Nou Barris
300;923;2,17;41,4325; Nou Barris
785;924;2,17;41,435; Sant Marti
2585;925;2,17;41,4375;Ciutat Vella
301;926;2,17;41,44; Nou Barris
2586;927;2,17;41,4425;Ciutat Vella
786;928;2,17;41,445; Nou Barris
787;929;2,17;41,4475; Sant Marti
303;930;2,17;41,45; Nou Barris
2131;931;2,17;41,455;Ciutat Vella
305;932;2,17;41,4575; Nou Barris
3507;933;2,17;41,46;Nou Barris
307;934;2,1725;41,3675; Sants-Montjuic
789;935;2,1725;41,37; Sants-Montjuic
308;936;2,1725;41,3725; Sants-Montjuic
1667;937;2,1725;41,375; Sants-Montjuic
1246;938;2,1725;41,3775;Ciutat Vella
1668;939;2,1725;41,38;Ciutat Vella
790;940;2,1725;41,3825; Sant Marti
792;941;2,1725;41,385; Sant Marti
310;942;2,1725;41,3875;Ciutat Vella
1248;943;2,1725;41,39;Eixample
2594;944;2,1725;41,3925;Eixample
1249;945;2,1725;41,395;Eixample
793;946;2,1725;41,3975; Gracia
794;947;2,1725;41,4; Sant Marti
795;948;2,1725;41,4025; Sant Marti
311;949;2,1725;41,405;Eixample
1670;950;2,1725;41,4075;Eixample
312;951;2,1725;41,41; Gracia
313;952;2,1725;41,4125; Horta-Guinardo
1672;953;2,1725;41,415;Ciutat Vella
797;954;2,1725;41,4175; Sant Marti
4378;955;2,1725;41,42; Horta-Guinardo
3066;956;2,1725;41,4225; Horta-Guinardo
314;957;2,1725;41,425; Horta-Guinardo
315;958;2,1725;41,4275;Nou Barris
316;959;2,1725;41,43; Nou Barris
5719;960;2,1725;41,4325;Ciutat Vella
798;961;2,1725;41,435; Sant Marti
317;962;2,1725;41,4375;Nou Barris
318;963;2,1725;41,44; Nou Barris
3520;964;2,1725;41,4425;Nou Barris
319;965;2,1725;41,445;Nou Barris
320;966;2,1725;41,4475;Nou Barris
321;967;2,1725;41,4525; Nou Barris
2150;968;2,1725;41,455;Ciutat Vella
4838;969;2,1725;41,46; Nou Barris
322;970;2,175;41,37; Sants-Montjuic
323;971;2,175;41,3725; Ciutat Vella
1262;972;2,175;41,375;Ciutat Vella
1263;973;2,175;41,3775;Ciutat Vella
801;974;2,175;41,38; Sant Marti
324;975;2,175;41,3825; Ciutat Vella
325;976;2,175;41,385;Ciutat Vella
1265;977;2,175;41,3875;Ciutat Vella
802;978;2,175;41,39; Sant Marti
326;979;2,175;41,3925; Eixample
804;980;2,175;41,395; Sant Marti
805;981;2,175;41,3975;Eixample
2156;982;2,175;41,4;Eixample
806;983;2,175;41,4025;Eixample
2606;984;2,175;41,405;Eixample
327;985;2,175;41,4075;Eixample
328;986;2,175;41,41;Sant Marti
1680;987;2,175;41,4125; Horta-Guinardo
2607;988;2,175;41,415; Sant Marti
329;989;2,175;41,4175;Horta-Guinardo
3077;990;2,175;41,42;Ciutat Vella
807;991;2,175;41,4225; Horta-Guinardo
330;992;2,175;41,425; Horta-Guinardo
2161;993;2,175;41,4275; Nou Barris
2609;994;2,175;41,43; Nou Barris
331;995;2,175;41,4325;Nou Barris
1270;996;2,175;41,435;Nou Barris
2164;997;2,175;41,4375; Nou Barris
1271;998;2,175;41,44;Horta-Guinardo
332;999;2,175;41,4425; Nou Barris
3080;1000;2,175;41,445;Nou Barris
333;1001;2,175;41,4475;Nou Barris
334;1002;2,175;41,45;Nou Barris
335;1003;2,175;41,4525; Nou Barris
2166;1004;2,175;41,455;Ciutat Vella
5732;1005;2,175;41,4575;Ciutat Vella
2614;1006;2,175;41,46;Ciutat Vella
336;1007;2,175;41,4625;Nou Barris
810;1008;2,1775;41,3725; Sants-Montjuic
3530;1009;2,1775;41,375;Ciutat Vella
811;1010;2,1775;41,3775;Ciutat Vella
812;1011;2,1775;41,38;Ciutat Vella
337;1012;2,1775;41,3825; Ciutat Vella
3085;1013;2,1775;41,385; Ciutat Vella
3086;1014;2,1775;41,3875; Ciutat Vella
1689;1015;2,1775;41,39; Ciutat Vella
338;1016;2,1775;41,3925; Eixample
340;1017;2,1775;41,395;Eixample
814;1018;2,1775;41,3975;Eixample
342;1019;2,1775;41,4; Eixample
815;1020;2,1775;41,4025;Eixample
2617;1021;2,1775;41,405;Eixample
817;1022;2,1775;41,4075;Eixample
818;1023;2,1775;41,41; Eixample
343;1024;2,1775;41,4125;Sant Marti
344;1025;2,1775;41,415;Horta-Guinardo
4405;1026;2,1775;41,4175; Horta-Guinardo
345;1027;2,1775;41,42; Horta-Guinardo
2173;1028;2,1775;41,4225;Horta-Guinardo
346;1029;2,1775;41,425; Sant Andreu
2174;1030;2,1775;41,4275; Sant Andreu
1692;1031;2,1775;41,43;Nou Barris
347;1032;2,1775;41,4325;Nou Barris
1277;1033;2,1775;41,435;Ciutat Vella
821;1034;2,1775;41,4375;Nou Barris
348;1035;2,1775;41,44; Nou Barris
349;1036;2,1775;41,4425; Nou Barris
350;1037;2,1775;41,445; Nou Barris
1694;1038;2,1775;41,4475;Nou Barris
351;1039;2,1775;41,45;Nou Barris
823;1040;2,1775;41,4525;Ciutat Vella
824;1041;2,1775;41,455;Ciutat Vella
3094;1042;2,1775;41,4575;Nou Barris
1280;1043;2,1775;41,46;Nou Barris
825;1044;2,1775;41,4625;Nou Barris
352;1045;2,1775;41,465; Montcada i Reixac
353;1046;2,18;41,3775; Ciutat Vella
3545;1047;2,18;41,38;Ciutat Vella
354;1048;2,18;41,3825; Ciutat Vella
1697;1049;2,18;41,385; Ciutat Vella
2180;1050;2,18;41,3875; Ciutat Vella
3095;1051;2,18;41,39; Ciutat Vella
828;1052;2,18;41,3925;Eixample
355;1053;2,18;41,395; Sant Marti
1698;1054;2,18;41,3975;Eixample
2184;1055;2,18;41,4;Eixample
356;1056;2,18;41,4025; Eixample
829;1057;2,18;41,405;Eixample
1699;1058;2,18;41,4075;Eixample
2186;1059;2,18;41,41;Eixample
357;1060;2,18;41,4125; Gracia
830;1061;2,18;41,415;Sant Marti
831;1062;2,18;41,4175;Sant Marti
832;1063;2,18;41,42;Ciutat Vella
2189;1064;2,18;41,4225;Sant Andreu
2635;1065;2,18;41,425;Horta-Guinardo
1702;1066;2,18;41,4275;Sant Andreu
833;1067;2,18;41,43; Nou Barris
358;1068;2,18;41,4325; Nou Barris
835;1069;2,18;41,435; Nou Barris
1288;1070;2,18;41,4375;Ciutat Vella
3555;1071;2,18;41,44;Nou Barris
836;1072;2,18;41,4425;Nou Barris
837;1073;2,18;41,445; Nou Barris
359;1074;2,18;41,4475; Nou Barris
360;1075;2,18;41,45; Nou Barris
361;1076;2,18;41,4525; Nou Barris
362;1077;2,18;41,455; Nou Barris
2643;1078;2,18;41,4575;Nou Barris
363;1079;2,18;41,46; Nou Barris
3098;1080;2,18;41,4625;Ciutat Vella
364;1081;2,18;41,465; Nou Barris
839;1082;2,18;41,4675;Ciutat Vella
2194;1083;2,1825;41,3775;Ciutat Vella
840;1084;2,1825;41,38;Ciutat Vella
1710;1085;2,1825;41,3825; Ciutat Vella
3101;1086;2,1825;41,385; Ciutat Vella
365;1087;2,1825;41,3875; Ciutat Vella
366;1088;2,1825;41,39; Ciutat Vella
2195;1089;2,1825;41,3925; Eixample
367;1090;2,1825;41,395; Eixample
3561;1091;2,1825;41,3975;Eixample
368;1092;2,1825;41,4; Eixample
2197;1093;2,1825;41,4025;Eixample
2652;1094;2,1825;41,405;Eixample
369;1095;2,1825;41,4075; Sant Marti
3563;1096;2,1825;41,41; Sant Marti
2198;1097;2,1825;41,4125;Eixample
1715;1098;2,1825;41,415;Sant Andreu
1716;1099;2,1825;41,4175;Sant Andreu
370;1100;2,1825;41,42; Sant Andreu
1292;1101;2,1825;41,4225; Sant Andreu
2200;1102;2,1825;41,425; Sant Andreu
843;1103;2,1825;41,4275; Nou Barris
1293;1104;2,1825;41,43;Nou Barris
6195;1105;2,1825;41,4325; Nou Barris
845;1106;2,1825;41,435;Nou Barris
371;1107;2,1825;41,4375; Nou Barris
372;1108;2,1825;41,44; Nou Barris
3996;1109;2,1825;41,4425; Nou Barris
1294;1110;2,1825;41,445;Nou Barris
1718;1111;2,1825;41,4475;Nou Barris
846;1112;2,1825;41,45; Nou Barris
3566;1113;2,1825;41,455;Nou Barris
847;1114;2,1825;41,4575;Nou Barris
1719;1115;2,1825;41,46;Ciutat Vella
373;1116;2,1825;41,4625; Nou Barris
848;1117;2,1825;41,4675;Nou Barris
2203;1118;2,185;41,3725; Ciutat Vella
3112;1119;2,185;41,38;Ciutat Vella
374;1120;2,185;41,3825; Ciutat Vella
1720;1121;2,185;41,385; Ciutat Vella
849;1122;2,185;41,3875; Ciutat Vella
2205;1123;2,185;41,39; Gracia
1297;1124;2,185;41,3925;Eixample
3116;1125;2,185;41,395;Sant Marti
375;1126;2,185;41,3975; Eixample
2662;1127;2,185;41,4;Eixample
1298;1128;2,185;41,4025;Eixample
2208;1129;2,185;41,405;Sant Marti
2209;1130;2,185;41,4075;Sant Marti
376;1131;2,185;41,41; Sant Marti
377;1132;2,185;41,4125; Sant Marti
3118;1133;2,185;41,415;Sant Andreu
2665;1134;2,185;41,4175;Sant Andreu
1721;1135;2,185;41,42;Sant Andreu
1301;1136;2,185;41,4225;Ciutat Vella
1722;1137;2,185;41,425;Sant Andreu
2667;1138;2,185;41,4275;Sant Andreu
850;1139;2,185;41,43;Sant Andreu
851;1140;2,185;41,4325;Horta-Guinardo
4012;1141;2,185;41,435; Sant Andreu
1723;1142;2,185;41,4375;Sant Andreu
378;1143;2,185;41,44; Sant Andreu
852;1144;2,185;41,4425;Horta-Guinardo
853;1145;2,185;41,445;Horta-Guinardo
379;1146;2,185;41,4475; Nou Barris
855;1147;2,185;41,45;Nou Barris
1725;1148;2,185;41,4525; Nou Barris
380;1149;2,185;41,455; Nou Barris
856;1150;2,185;41,4575;Ciutat Vella
381;1151;2,185;41,46; Nou Barris
382;1152;2,185;41,4625; Nou Barris
1727;1153;2,1875;41,3675; Ciutat Vella
1307;1154;2,1875;41,3725;Ciutat Vella
1308;1155;2,1875;41,375; Ciutat Vella
1729;1156;2,1875;41,3775;Ciutat Vella
1309;1157;2,1875;41,38; Ciutat Vella
1730;1158;2,1875;41,3825; Ciutat Vella
1732;1159;2,1875;41,385; Sant Marti
383;1160;2,1875;41,3875; Ciutat Vella
857;1161;2,1875;41,39; Sant Marti
3582;1162;2,1875;41,3925; Sant Marti
2214;1163;2,1875;41,395;Sant Marti
858;1164;2,1875;41,3975;Sant Marti
859;1165;2,1875;41,4;Sant Marti
861;1166;2,1875;41,4025; Sant Marti
1737;1167;2,1875;41,405; Sant Marti
2215;1168;2,1875;41,4075;Sant Marti
384;1169;2,1875;41,41; Sant Marti
385;1170;2,1875;41,4125; Sant Marti
386;1171;2,1875;41,415; Sant Andreu
8932;1172;2,1875;41,4175; Sant Andreu
387;1173;2,1875;41,42; Sant Andreu
2677;1174;2,1875;41,4225;Sant Andreu
862;1175;2,1875;41,425;Sant Andreu
1311;1176;2,1875;41,4275;Sant Andreu
2679;1177;2,1875;41,43;Sant Andreu
388;1178;2,1875;41,4325; Sant Andreu
863;1179;2,1875;41,435;Sant Andreu
1741;1180;2,1875;41,4375;Sant Andreu
3134;1181;2,1875;41,44;Sant Andreu
3589;1182;2,1875;41,4425; Sant Andreu
1742;1183;2,1875;41,445;Sant Andreu
390;1184;2,1875;41,4475; Sant Andreu
864;1185;2,1875;41,45; Nou Barris
391;1186;2,1875;41,4525; Sants-Montjuic
1315;1187;2,1875;41,455;Ciutat Vella
392;1188;2,1875;41,4575;Ciutat Vella
1745;1189;2,1875;41,46;Ciutat Vella
866;1190;2,1875;41,4625;Nou Barris
393;1191;2,19;41,375;Ciutat Vella
1747;1192;2,19;41,3775; Ciutat Vella
868;1193;2,19;41,38;Ciutat Vella
2681;1194;2,19;41,3825;Ciutat Vella
2226;1195;2,19;41,385; Ciutat Vella
869;1196;2,19;41,3875;Ciutat Vella
4442;1197;2,19;41,39; Sant Marti
6674;1198;2,19;41,3925; Sant Marti
394;1199;2,19;41,395;Sant Marti
2227;1200;2,19;41,3975;Sant Marti
395;1201;2,19;41,4;Sant Marti
3596;1202;2,19;41,4025; Sant Marti
3139;1203;2,19;41,405; Sant Marti
6224;1204;2,19;41,4075; Sant Marti
3140;1205;2,19;41,41;Sant Marti
1749;1206;2,19;41,4125; Sant Marti
396;1207;2,19;41,415;Sant Marti
871;1208;2,19;41,4175;Sant Marti
872;1209;2,19;41,42;Sant Andreu
397;1210;2,19;41,4225;Sant Andreu
1750;1211;2,19;41,425;Sant Andreu
873;1212;2,19;41,4275;Sant Andreu
1320;1213;2,19;41,43;Sant Andreu
3144;1214;2,19;41,4325; Sant Andreu
874;1215;2,19;41,435;Sant Andreu
398;1216;2,19;41,4375;Sant Andreu
2685;1217;2,19;41,44;Ciutat Vella
3600;1218;2,19;41,4425; Sant Andreu
400;1219;2,19;41,445;Ciutat Vella
1321;1220;2,19;41,4475;Nou Barris
2233;1221;2,19;41,45;Nou Barris
3146;1222;2,19;41,4525;Nou Barris
1322;1223;2,19;41,455;Ciutat Vella
401;1224;2,1925;41,3775;Ciutat Vella
876;1225;2,1925;41,38;Ciutat Vella
1324;1226;2,1925;41,3825;Ciutat Vella
1325;1227;2,1925;41,385;Ciutat Vella
1326;1228;2,1925;41,3875; Ciutat Vella
1327;1229;2,1925;41,39;Ciutat Vella
2236;1230;2,1925;41,3925; Sant Marti
1753;1231;2,1925;41,395; Sant Marti
877;1232;2,1925;41,3975;Ciutat Vella
402;1233;2,1925;41,4;Sant Marti
2691;1234;2,1925;41,4025;Ciutat Vella
3150;1235;2,1925;41,405; Sant Marti
4037;1236;2,1925;41,4075; Sant Marti
878;1237;2,1925;41,41;Sant Marti
2693;1238;2,1925;41,4125; Sant Marti
403;1239;2,1925;41,415;Ciutat Vella
404;1240;2,1925;41,4175;Ciutat Vella
4040;1241;2,1925;41,42; Sant Andreu
882;1242;2,1925;41,4225;Ciutat Vella
883;1243;2,1925;41,425;Ciutat Vella
884;1244;2,1925;41,4275;Ciutat Vella
2242;1245;2,1925;41,43;Ciutat Vella
2243;1246;2,1925;41,4325;Sant Andreu
886;1247;2,1925;41,435;Sant Andreu
405;1248;2,1925;41,4375;Sant Andreu
4916;1249;2,1925;41,44; Sant Andreu
1328;1250;2,1925;41,4425;Ciutat Vella
6691;1251;2,1925;41,445; Sant Andreu
407;1252;2,1925;41,4475;Nou Barris
1758;1253;2,1925;41,45;Nou Barris
408;1254;2,1925;41,4525;Nou Barris
889;1255;2,1925;41,455;Ciutat Vella
409;1256;2,195;41,3825;Ciutat Vella
1330;1257;2,195;41,385; Ciutat Vella
3158;1258;2,195;41,3875;Ciutat Vella
1760;1259;2,195;41,39; Sant Marti
411;1260;2,195;41,3925; Sant Marti
412;1261;2,195;41,395; Sant Marti
893;1262;2,195;41,3975;Sant Marti
1761;1263;2,195;41,4; Sant Marti
1763;1264;2,195;41,4025;Ciutat Vella
2701;1265;2,195;41,405; Sant Marti
4921;1266;2,195;41,4075; Sant Marti
413;1267;2,195;41,41;Ciutat Vella
894;1268;2,195;41,4125;Sant Marti
1764;1269;2,195;41,415; Sant Marti
4459;1270;2,195;41,4175; Sant Marti
4460;1271;2,195;41,42; Sant Marti
414;1272;2,195;41,4225;Ciutat Vella
1332;1273;2,195;41,425; Ciutat Vella
2250;1274;2,195;41,4275;Ciutat Vella
895;1275;2,195;41,43;Ciutat Vella
1767;1276;2,195;41,4325;Sant Andreu
2252;1277;2,195;41,435;Sant Andreu
1768;1278;2,195;41,4375;Ciutat Vella
896;1279;2,195;41,44;Ciutat Vella
8541;1280;2,195;41,4425; Sant Andreu
415;1281;2,195;41,445;Ciutat Vella
416;1282;2,195;41,4475;Ciutat Vella
897;1283;2,195;41,45;Ciutat Vella
898;1284;2,195;41,4525;Ciutat Vella
1335;1285;2,1975;41,385;Ciutat Vella
417;1286;2,1975;41,3875; Sant Marti
3623;1287;2,1975;41,39; Sant Marti
419;1288;2,1975;41,3925; Sant Marti
420;1289;2,1975;41,395; Sant Marti
902;1290;2,1975;41,3975;Ciutat Vella
3624;1291;2,1975;41,4; Sant Marti
903;1292;2,1975;41,4025;Ciutat Vella
904;1293;2,1975;41,405;Sant Marti
1337;1294;2,1975;41,4075;Ciutat Vella
2710;1295;2,1975;41,41; Sant Marti
421;1296;2,1975;41,4125; Gracia
906;1297;2,1975;41,415;Sant Marti
2258;1298;2,1975;41,4175; Sant Marti
3626;1299;2,1975;41,42; Sant Marti
908;1300;2,1975;41,4225;Sant Marti
4054;1301;2,1975;41,425; Sant Marti
4473;1302;2,1975;41,4275; Sant Marti
1342;1303;2,1975;41,4325;Ciutat Vella
3169;1304;2,1975;41,435;Sant Andreu
909;1305;2,1975;41,4375;Ciutat Vella
2711;1306;2,1975;41,44; Sant Andreu
422;1307;2,1975;41,4425; Gracia
423;1308;2,1975;41,445;Ciutat Vella
912;1309;2,1975;41,4475;Ciutat Vella
913;1310;2,1975;41,45;Ciutat Vella
1346;1311;2,2;41,3875; Sant Marti
424;1312;2,2;41,39;Sant Marti
1775;1313;2,2;41,3925;Sant Marti
2714;1314;2,2;41,395; Sant Marti
1349;1315;2,2;41,3975;Sant Marti
5385;1316;2,2;41,4; Sant Marti
1777;1317;2,2;41,4025;Sant Marti
1350;1318;2,2;41,405;Sant Marti
1351;1319;2,2;41,4075;Ciutat Vella
3175;1320;2,2;41,41;Sant Marti
1352;1321;2,2;41,4125;Sant Marti
4056;1322;2,2;41,415; Sant Marti
425;1323;2,2;41,4175; Sant Marti
915;1324;2,2;41,42;Sant Marti
2263;1325;2,2;41,4225; Sant Marti
427;1326;2,2;41,425; Sant Marti
428;1327;2,2;41,4275;Sant Marti
1353;1328;2,2;41,43;Sant Andreu
917;1329;2,2;41,4325;Sant Andreu
918;1330;2,2;41,435;Sant Andreu
1778;1331;2,2;41,4375; Sant Andreu
1354;1332;2,2;41,44; Sant Andreu
1779;1333;2,2;41,4425; Sant Andreu
2268;1334;2,2;41,445;Sant Andreu
3180;1335;2,2;41,4475;Sant Andreu
429;1336;2,2;41,45;Sant Andreu
1780;1337;2,2025;41,39; Sant Marti
3632;1338;2,2025;41,3925; Sant Marti
919;1339;2,2025;41,395;Sant Marti
920;1340;2,2025;41,3975;Sant Marti
2269;1341;2,2025;41,4; Sant Marti
1357;1342;2,2025;41,4025;Sant Marti
431;1343;2,2025;41,405;Sant Marti
923;1344;2,2025;41,4075;Sant Marti
924;1345;2,2025;41,41;Sant Marti
1781;1346;2,2025;41,4125; Sant Marti
925;1347;2,2025;41,415;Ciutat Vella
5400;1348;2,2025;41,4175; Sant Marti
2724;1349;2,2025;41,42; Sant Marti
2725;1350;2,2025;41,4225; Sant Marti
1359;1351;2,2025;41,425; Sant Marti
927;1352;2,2025;41,4275; Sant Marti
929;1353;2,2025;41,43;Ciutat Vella
8564;1354;2,2025;41,4325; Sant Andreu
931;1355;2,2025;41,435;Sant Andreu
432;1356;2,2025;41,4375;Sant Andreu
433;1357;2,2025;41,44; Sant Andreu
435;1358;2,2025;41,4425; Sant Andreu
934;1359;2,2025;41,445; Sant Andreu
436;1360;2,2025;41,4475;Ciutat Vella
5405;1361;2,205;41,3925; Sant Marti
1363;1362;2,205;41,395;Ciutat Vella
437;1363;2,205;41,3975;Sant Marti
438;1364;2,205;41,4;Sant Marti
936;1365;2,205;41,4025;Sant Marti
937;1366;2,205;41,405;Ciutat Vella
439;1367;2,205;41,4075; Sant Marti
2276;1368;2,205;41,41;Ciutat Vella
440;1369;2,205;41,4125;Sant Marti
939;1370;2,205;41,415;Ciutat Vella
441;1371;2,205;41,4175;Sant Marti
1365;1372;2,205;41,42;Sant Marti
940;1373;2,205;41,4225; Sant Marti
2734;1374;2,205;41,425; Sant Marti
941;1375;2,205;41,4275;Sant Marti
942;1376;2,205;41,43;Sant Andreu
442;1377;2,205;41,4325; Sant Andreu
1368;1378;2,205;41,435;Sant Andreu
2282;1379;2,205;41,4375;Ciutat Vella
2735;1380;2,205;41,44; Sant Andreu
1791;1381;2,205;41,4425; Sant Andreu
2284;1382;2,205;41,445;Sant Andreu
1792;1383;2,2075;41,395; Sant Marti
943;1384;2,2075;41,3975;Sant Marti
2736;1385;2,2075;41,4; Sant Marti
443;1386;2,2075;41,4025;Sant Marti
1369;1387;2,2075;41,405;Sant Marti
1370;1388;2,2075;41,4075;Sant Marti
1372;1389;2,2075;41,41; Sant Marti
444;1390;2,2075;41,4125;Ciutat Vella
1373;1391;2,2075;41,415; Sant Marti
1796;1392;2,2075;41,4175; Sant Marti
445;1393;2,2075;41,42;Sant Marti
3651;1394;2,2075;41,4225; Sant Marti
446;1395;2,2075;41,425; Sant Marti
447;1396;2,2075;41,4325;Sant Adria del Besos
947;1397;2,2075;41,435;Sant Andreu
1377;1398;2,2075;41,4375;Ciutat Vella
4085;1399;2,2075;41,44; Sant Andreu
448;1400;2,2075;41,4425;Ciutat Vella
2741;1401;2,2075;41,445;Santa Coloma del Gramanet
948;1402;2,21;41,3975; Sant Marti
449;1403;2,21;41,4; Sant Marti
2743;1404;2,21;41,4025; Sant Marti
2744;1405;2,21;41,405; Sant Marti
3200;1406;2,21;41,4075; Sant Marti
